Order Number,Date of Order,,,Lineitem name,Accepts Marketing,Cancelled at,Currency,Discount Amount,Discount Code,Financial Status,Fulfilled at,Fulfillment Status,Lineitem discount,Lineitem fulfillment status,Lineitem price,Order Quantity,Lineitem quantity,Lineitem requires shipping,Lineitem taxable,Outstanding Balance,Paid at,Payment Method,Payment Reference,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Taxes,Total,Vendor
,,,,Super Oversized Zip-Up Hoodie - Black - L,yes,0,USD,35.5,Custom discount,pending,2021-08-13 22:22:50 +0300,fulfilled,0,fulfilled,49,,1,1,0,35.5,0,manual,0,0,Low,0,LB,0,iphone,35.5,0,35.5,RUSH & REEZ
R-S-3665,13/08/2021,23:04:17,300,Jenna Oversized Maxi Shirtdress - Dust Rose,0,0,0,0,0,0,0,0,0,fulfilled,95,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Jenna Oversized Maxi Shirtdress - Nude,no,0,USD,0,0,paid,2021-08-14 17:06:27 +0300,fulfilled,0,fulfilled,95,,1,1,0,0,2021-09-07 13:01:39 +0300,manual,c20988634366051.2,0,Low,1.5,LB,Local Shipping,iphone,334,0,335.5,RUSH & REEZ
,,,,Jenna Oversized Maxi Shirtdress - Sage,0,0,0,0,0,0,0,0,0,fulfilled,95,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Rose Water - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3666,14/08/2021,0:04:46,300,Light Basic Sweatpants - Lavender - L,0,0,0,0,0,0,0,0,0,fulfilled,35,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin High Neck Tank Top - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin High Neck Tank Top - White - L,yes,0,USD,0,0,paid,2021-08-14 17:07:49 +0300,fulfilled,0,fulfilled,14,,1,1,0,0,2021-08-26 15:37:59 +0300,custom,c20988936159331.2,0,Low,1.5,LB,Local Shipping,web,112,0,113.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Lavender - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3667,14/08/2021,1:56:15,300,Oversized Shirt - Floral - S,0,0,0,0,0,0,0,0,0,fulfilled,49,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Porcelain - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Rose Water - S,yes,0,USD,0,0,paid,2021-08-14 17:05:10 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-09-13 11:14:30 +0300,custom,c20989486661731.2,0,Low,1.5,LB,Local Shipping,web,196,0,197.5,RUSH & REEZ
,,,,Oversized Shirt - Tie Dye - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3668,14/08/2021,12:48:47,300,Fighter Tshirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - White - M,yes,0,USD,1,Discount,paid,2021-08-14 12:48:48 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-08-14 12:48:49 +0300,Cash,c20985556697187.1,0,Low,0,0,0,pos,50,0,50,RUSH & REEZ
R-S-3669,14/08/2021,12:52:46,300,Oversized Shirt - Rose Water - S,0,0,0,0,0,0,0,0,0,fulfilled,49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Sage - S,yes,0,USD,6,Discount,paid,2021-08-14 12:52:47 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-08-17 13:47:02 +0300,Cash,c20992355139683.2,0,Low,0,0,0,pos,92,0,92,RUSH & REEZ
R-S-3670,14/08/2021,15:03:49,300,Light Hoodie -Berry Nude - L,0,0,0,0,0,0,0,0,0,fulfilled,45,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Stone - S,yes,0,USD,0,0,paid,2021-08-17 15:51:58 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-07 13:01:39 +0300,custom,c20992950501475.2,0,Low,1.5,LB,Local Shipping,web,138,0,139.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Stone - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3671,14/08/2021,15:06:10,300,Longsleeve Statement Tshirt - White - S,no,0,USD,0,0,paid,2021-08-17 09:27:33 +0300,fulfilled,0,fulfilled,39,2,1,1,0,0,2021-09-07 13:11:32 +0300,custom,c20992962658403.2,0,Low,1.5,LB,Local Shipping,web,88,0,89.5,RUSH & REEZ
,,,,Oversized Shirt - Floral - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3672,14/08/2021,15:13:52,300,Oversized Shirt - Sage - M,yes,0,USD,0,0,paid,2021-08-17 09:29:30 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-07 13:01:39 +0300,custom,c20993002668131.2,0,Low,1.5,LB,Local Shipping,web,49,0,50.5,RUSH & REEZ
R-S-3673,14/08/2021,15:26:16,300,Longsleeve Fighter Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,39,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,39,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Berry Nude - M,0,0,0,0,0,0,0,0,0,pending,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Black - M,yes,0,USD,0,0,paid,2021-08-18 13:08:35 +0300,fulfilled,0,pending,22,,1,1,1,66,2021-09-20 12:40:54 +0300,manual,c20993063977059.4,0,Low,0,LB,0,android,232,0,232,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Berry Nude - S,0,0,0,0,0,0,0,0,0,pending,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Mocha - S,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Stone - S,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3674,14/08/2021,17:26:00,300,Oversized Shirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Crimson - M,yes,0,USD,0,0,partially_refunded,2021-08-17 09:28:40 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,0,custom,c20993664778339.2,98,Low,1.5,LB,Local Shipping,web,147,0,148.5,RUSH & REEZ
,,,,Oversized Shirt - Sage - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3675,14/08/2021,17:36:31,300,Light Hoodie - Sapphire - M,yes,0,USD,0,0,paid,2021-08-17 15:40:38 +0300,fulfilled,0,fulfilled,45,3,1,1,0,0,2021-08-26 15:38:00 +0300,custom,c20993722417251.2,0,Low,1.5,LB,Local Shipping,web,124,0,125.5,RUSH & REEZ
,,,,Light Sweatshirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - White - M,0,0,0,0,0,0,0,0,0,fulfilled,39,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3676,14/08/2021,20:14:16,300,Oversized Shirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Porcelain - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Sage - S,yes,0,USD,8,Custom discount,paid,2021-08-25 12:50:48 +0300,fulfilled,0,pending,49,,1,1,0,46.33,2021-09-07 14:47:38 +0300,manual,c20994568585315.4,0,Low,1.5,LB,Local Shipping,iphone,139,0,140.5,RUSH & REEZ
R-S-3677,14/08/2021,20:22:08,300,Light Basic Sweatpants - Taupe - L,yes,0,USD,0,0,partially_refunded,2021-08-17 15:34:35 +0300,fulfilled,0,fulfilled,35,5,1,1,0,0,0,custom,c20994603090019.2,231,Low,1.5,LB,Local Shipping,web,231,0,232.5,RUSH & REEZ
,,,,Oversized Shirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Crimson - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Floral - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3678,15/08/2021,7:31:13,300,Light Basic Sweatpants - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,35,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Palazzo Sweat Pants - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,42,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - Black - S,yes,0,USD,0,0,paid,2021-08-17 09:40:01 +0300,fulfilled,0,fulfilled,39,,1,1,0,0,2021-09-07 14:01:38 +0300,custom,c20997880316003.2,0,Low,1.5,LB,Local Shipping,web,328,0,329.5,RUSH & REEZ
,,,,Oversized Cotton T-shirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt with Pocket - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt with Pocket - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - White - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3679,15/08/2021,11:05:43,300,Light Basic Sweatpants - Sapphire - S,0,0,0,0,0,0,0,0,0,fulfilled,35,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - White - S,yes,0,USD,0,0,paid,2021-08-17 15:39:10 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-07 14:01:39 +0300,custom,c20998826131555.2,0,Low,1.5,LB,Local Shipping,web,177,0,178.5,RUSH & REEZ
,,,,Ribbed Leggings - Berry Nude - S,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - White - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3680,15/08/2021,12:03:54,300,Black & White Fighter Sweatshirt - L,0,0,0,0,0,0,0,0,0,fulfilled,55,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Mocha - L,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Mocha - M,yes,0,USD,96,Custom discount,paid,2021-08-23 13:33:54 +0300,fulfilled,0,fulfilled,19,,1,1,1,0,0,0,0,0,Low,0,LB,0,iphone,0,0,0,RUSH & REEZ
R-S-3681,15/08/2021,12:09:49,300,Fighter Tshirt - White & Fuchsia - S,0,0,0,0,0,0,0,0,0,fulfilled,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - S,yes,0,USD,97,Custom discount,paid,2021-08-23 13:33:33 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,0,0,0,0,Low,0,LB,0,iphone,0,0,0,RUSH & REEZ
R-S-3682,15/08/2021,12:28:11,300,Little Fighter Sweatshirt - Navy & Fuschia - 3-4 Years,yes,0,USD,60,Custom discount,paid,2021-08-23 13:33:08 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,0,0,0,0,Low,0,LB,0,iphone,0,0,0,RUSH & REEZ
,,,,Little Sweatpants - Navy - 3-4 Years,0,0,0,0,0,0,0,0,0,fulfilled,25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3683,15/08/2021,12:30:45,300,Polo Shirt - Aqua - S,0,0,0,0,0,0,0,0,0,fulfilled,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Polo Shirt - Cotton Candy - M,yes,0,USD,0,0,paid,2021-08-17 09:30:25 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-09-07 13:01:39 +0300,custom,c20999224655971.2,0,Low,1.5,LB,Local Shipping,web,110,0,111.5,RUSH & REEZ
,,,,Second Skin Tank Top - Stone - M,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3684,15/08/2021,12:36:28,300,Light Basic Sweatpants - Sapphire - S,0,0,0,0,0,0,0,0,0,fulfilled,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Palazzo Sweat Pants - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,42,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Berry Nude - S,yes,0,USD,0,0,paid,2021-08-20 12:53:19 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-07 13:11:32 +0300,custom,c20999127236707.2,0,Low,1.5,LB,Local Shipping,web,99,0,100.5,RUSH & REEZ
R-S-3685,15/08/2021,13:30:48,300,Longsleeve Fighter Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,39,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Me Here Now Tshirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,39,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Polo Shirt - Porcelain - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Palazzo Sweat Coord - Marble - S,0,0,0,0,0,0,0,0,0,fulfilled,79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Stone - S,yes,0,USD,0,0,paid,2021-08-17 15:37:41 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-13 11:14:30 +0300,custom,c20999528251491.2,0,Low,1.5,LB,Local Shipping,web,228,0,229.5,RUSH & REEZ
R-S-3686,15/08/2021,14:34:15,300,Light Basic Sweatpants - Lavender - S,0,0,0,0,0,0,0,0,0,fulfilled,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Sweatshirt - Lavender - S,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Palazzo Sweat Coord - Grey Marl - S,yes,0,USD,0,0,paid,2021-08-17 09:39:10 +0300,fulfilled,0,fulfilled,79,,1,1,0,0,2021-09-07 13:11:32 +0300,custom,c20999833092195.2,0,Low,1.5,LB,Local Shipping,web,154,0,155.5,RUSH & REEZ
R-S-3687,15/08/2021,14:45:02,300,Oversized Shirt - Sage - M,no,0,USD,0,0,paid,2021-08-17 15:50:33 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-13 11:14:30 +0300,manual,c20999904559203.2,0,Low,1.5,LB,Local Shipping,android,49,0,50.5,RUSH & REEZ
R-S-3688,15/08/2021,20:54:12,300,Beta Basic Longsleeve Tshirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,29,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Beta Basic Longsleeve Tshirt - White - S,no,0,USD,0,0,paid,2021-08-17 15:36:04 +0300,fulfilled,0,fulfilled,29,,1,1,0,35,2021-09-07 13:11:32 +0300,custom,c21001849143395.2,0,Low,1.5,LB,Local Shipping,web,256,0,257.5,RUSH & REEZ
,,,,Light Basic Sweatpants - Mocha - M,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Ribbed Sweatpants - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Sweatshirt - Mocha - S,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Fighter Tshirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,39,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Sage - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3689,15/08/2021,21:16:55,300,Light Hoodie - Taupe - M,yes,0,USD,0,0,paid,2021-08-17 09:36:03 +0300,fulfilled,0,fulfilled,45,2,1,1,0,0,2021-09-07 13:01:39 +0300,custom,c21001945776227.2,0,Low,1.5,LB,Local Shipping,web,87,0,88.5,RUSH & REEZ
,,,,Light Palazzo Sweat Pants - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,42,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3690,15/08/2021,21:42:18,300,Light Basic Sweatpants - Taupe - S,0,0,0,0,0,0,0,0,0,fulfilled,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Hoodie - Taupe - S,yes,0,USD,0,0,partially_refunded,2021-08-17 09:37:14 +0300,fulfilled,0,fulfilled,45,,1,1,0,0,0,custom,c21002120101987.2,78.5,Low,1.5,LB,Local Shipping,web,80,0,81.5,RUSH & REEZ
R-S-3691,15/08/2021,22:29:54,300,Oversized Cotton T-shirt - Berry Nude - S,0,0,0,0,0,0,0,0,0,fulfilled,22,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Taupe - S,yes,0,USD,0,0,paid,2021-08-17 09:38:09 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-07 13:01:39 +0300,custom,c21002373628003.2,0,Low,1.5,LB,Local Shipping,web,82,0,83.5,RUSH & REEZ
,,,,Ribbed Shorts - Berry Nude - S,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Taupe - S,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3692,15/08/2021,23:44:37,300,Ribbed Shorts - Stone - S,0,0,0,0,0,0,0,0,0,fulfilled,19,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - Stone - S,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Stone - M,yes,0,USD,0,0,paid,2021-08-17 15:53:33 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-09-07 13:01:40 +0300,custom,c21002748821603.2,0,Low,1.5,LB,Local Shipping,web,80,0,81.5,RUSH & REEZ
R-S-3693,16/08/2021,9:17:20,300,Light Hoodie - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,45,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Me Here Now Tshirt - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,39,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - Black - L,yes,0,USD,0,0,paid,2021-08-20 12:43:13 +0300,fulfilled,0,fulfilled,39,,1,1,0,0,2021-08-20 18:25:26 +0300,custom,c21005414531171.2,0,Low,1.5,LB,Local Shipping,web,172,0,173.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3694,16/08/2021,9:34:31,300,Light Basic Sweatpants - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - M,yes,0,USD,0,0,paid,2021-08-17 15:44:37 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-08-26 15:38:00 +0300,custom,c21005491339363.2,0,Low,1.5,LB,Local Shipping,web,84,0,85.5,RUSH & REEZ
R-S-3695,16/08/2021,11:27:23,300,Ribbed Leggings - Mocha - S,yes,0,USD,0,0,partially_refunded,2021-08-17 09:41:21 +0300,fulfilled,0,fulfilled,22,2,1,1,1,0,0,custom,c21005950943331.2,71,Low,1.5,LB,Local Shipping,web,71,0,72.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3696,16/08/2021,11:54:37,300,Ribbed Shorts - Black - L,yes,0,USD,0,0,paid,2021-08-17 15:46:42 +0300,fulfilled,0,fulfilled,19,1,1,1,1,0,2021-08-26 15:38:00 +0300,custom,c21006057406563.2,0,Low,1.5,LB,Local Shipping,web,19,0,20.5,RUSH & REEZ
R-S-3697,16/08/2021,13:09:46,300,Light Basic Sweatpants - Taupe - S,0,0,0,0,0,0,0,0,0,fulfilled,35,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Hoodie - Taupe - S,0,0,0,0,0,0,0,0,0,fulfilled,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Maxi Oversized Sweatdress - Beige Marl / Without Hoodie,0,0,0,0,0,0,0,0,0,pending,69,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Maxi Oversized Sweatdress - Military / Without Hoodie,yes,0,USD,0,0,paid,2021-09-02 13:35:14 +0300,fulfilled,0,fulfilled,69,,1,1,0,69,2021-09-13 11:47:40 +0300,custom,c21006371192931.4,0,Low,1.5,LB,Local Shipping,web,297,0,298.5,RUSH & REEZ
,,,,Palazzo Sweat Coord - Marble - S,0,0,0,0,0,0,0,0,0,fulfilled,79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3698,16/08/2021,14:48:41,300,Oversized Shirt - Tie Dye - S,yes,0,USD,0,0,paid,2021-08-17 15:41:58 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-07 14:00:31 +0300,custom,c21006822277219.2,0,Low,1.5,LB,Local Shipping,web,49,0,50.5,RUSH & REEZ
R-S-3699,16/08/2021,19:54:00,300,Light Hoodie - Stone - M,yes,0,USD,0,0,paid,2021-08-20 12:52:24 +0300,fulfilled,0,fulfilled,45,2,1,1,0,0,2021-09-07 14:01:39 +0300,manual,c21008399007843.2,0,Low,1.5,LB,Local Shipping,iphone,94,0,95.5,RUSH & REEZ
,,,,Oversized Shirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3700,17/08/2021,12:28:31,300,Light Ribbed Sweatpants - Lavender - L,0,0,0,0,0,0,0,0,0,fulfilled,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Lavender - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
